Director,Genre(s)
Clive Barker,"['Horror', 'Fantasy', 'Science Fiction']"
Michael Lehmann,['Comedy']
Nick Hatton Jones,"['Kids', 'Special Interest', 'Animation']"
 Richard Hickey,"['Kids', 'Animation']"
Marcus Nispel,"['Horror', 'Science Fiction', 'Suspense']"
James Yukich,"['Action', 'Adventure', 'Comedy']"
Chris Fisher,"['Action', 'Drama', 'Suspense']"
Zak Bagans,"['Documentary', 'Special Interest']"
Gregory Gieras,"['Action', 'Comedy']"
Vishal Devrukhkar,"['Comedy', 'Drama', 'International']"
R. Stephen Suettinger,"['Comedy', 'Drama']"
Johannes Roberts,"['Action', 'Adventure', 'Drama']"
Santhosh Ananddram,"['Action', 'Drama', 'Kids']"
Juan Carlos Rubio,"['Arthouse', 'Drama', 'LGBTQ']"
Mohana Krishna Indraganti,"['Action', 'Drama', 'Suspense']"
Louis Garrel,"['Comedy', 'Drama', 'Romance']"
Anne Pick,"['Documentary', 'Special Interest']"
 Bill Spahic,"['Documentary', 'Special Interest']"
Gardner Doolittle,['Documentary']
Lawrence Fowler,['Horror']
Robert Harling,"['Comedy', 'Drama']"
Bruno Barreto,"['LGBTQ', 'Romance']"
Andrea Kalin,['Drama']
 Bill Duke,['Drama']
William Karel,['Documentary']
Titus Paar,"['Action', 'Science Fiction']"
Edward Zwick,"['Drama', 'Suspense', 'Comedy']"
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
Eric 'Ptah' Herbert,"['Documentary', 'Sports']"
Chris Zonnas,['Comedy']
Jing Wong,"['Action', 'Adventure', 'Comedy']"
 Corey Yuen,"['Action', 'Adventure', 'Comedy']"
Theresa Demarest,['Documentary']
Anudeep KV,['Comedy']
Tom Hadzor,['Documentary']
Lucy Coleman,['Comedy']
Javier Fesser,['Comedy']
Aubrey Scotto,"['Drama', 'Suspense', 'Comedy', 'Military and War']"
Alex Knapp,"['Drama', 'Science Fiction', 'Suspense']"
Ed Perkins,['Documentary']
Mikey Indio Cedano,['Drama']
  Jr,"['Documentary', 'Drama', 'Horror', 'Science Fiction', 'Suspense', 'Action']"
Jason Killian Meath,['Documentary']
Jon Knautz,"['Horror', 'Suspense']"
Tay Garnett,"['Drama', 'Comedy']"
Darin Scott,"['Action', 'Drama', 'Suspense']"
Siddharth Vasani,"['Arts', 'Entertainment', 'and Culture', 'Comedy']"
Louis J. Gasnier,"['Drama', 'Suspense', 'Comedy']"
Haylar Garcia,"['Horror', 'Suspense']"
Toby Genkel,"['Action', 'Animation', 'Kids']"
 Sean McCormack,"['Action', 'Animation', 'Kids']"
Vic Sarin,"['Drama', 'Suspense', 'Action', 'Adventure', 'Faith and Spirituality']"
Brad Silberling,"['Comedy', 'Drama']"
Oliver Stone,"['Drama', 'Suspense']"
Todd Haynes,"['Drama', 'Kids', 'Arts', 'Entertainment', 'and Culture']"
Oliver Goetzl,"['Documentary', 'Special Interest']"
Lorna Tucker,"['Arthouse', 'Documentary']"
Tim Wolochatiuk,"['Documentary', 'Drama', 'Horror']"
Vladlen Barbe,['Kids']
 Joshua Greene,['Kids']
Peter Nelson,['Documentary']
Sean Byrne,"['Horror', 'Suspense']"
Fred Durst,"['Horror', 'Suspense']"
Martin Munthe,"['Action', 'Comedy']"
Renju Ramesh,"['Animation', 'Kids', 'Drama']"
Adam Buck,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Edward L. Cahn,"['Comedy', 'Drama', 'Action', 'Suspense']"
 Melville W. Brown,"['Comedy', 'Drama']"
Mark Polonia,"['Horror', 'Suspense', 'Science Fiction']"
 John Polonia,['Horror']
HooplaKidz,"['Kids', 'Animation', 'Special Interest']"
Brett Jubinville,"['Kids', 'Action', 'Animation']"
Ivan Kavanagh,"['Action', 'Adventure', 'Western']"
William Beaudine,"['Suspense', 'Action', 'Drama', 'Comedy', 'Horror', 'Adventure']"
WJ Carter,['Action']
Rajesh M Selva,"['Action', 'International']"
Frank Capra,"['Documentary', 'Special Interest', 'Drama', 'Fantasy', 'Comedy']"
Patrick Wells,"['Documentary', 'Special Interest']"
John Stockwell,"['Action', 'Adventure', 'Suspense', 'Drama']"
Steve Race,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Drama']"
John Asher,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Adventure']"
Don McGlynn,"['Documentary', 'Music Videos and Concerts']"
Kevin Connolly,"['Action', 'Drama']"
Manbhavan Singh,['Drama']
Phil Austin,['Comedy']
 Peter Bergman,['Comedy']
 Phil Proctor,['Comedy']
Jason Wright,"['Faith and Spirituality', 'Kids', 'Special Interest']"
Ferzan Ozpetek,"['Comedy', 'Drama', 'Romance']"
James Kirkwood,['Drama']
John Herzfeld,"['Action', 'Adventure']"
Robert Ramirez,"['Animation', 'Kids']"
Timothy Armstrong,"['Kids', 'Young Adult Audience', 'Drama', 'Comedy', 'Faith and Spirituality', 'Western']"
J. Sabarish,['Suspense']
Robert Cuffley,"['Drama', 'Horror', 'Suspense']"
K. Subash,"['Action', 'Drama', 'Romance']"
Stevin John,"['Kids', 'Animation']"
BabyBus,['Kids']
Karyn Kusama,"['Action', 'Science Fiction']"
Andrew Traucki,['Horror']
JayTee Thompson,"['Action', 'Drama', 'Suspense']"
Cole Claassen,['Documentary']
Adrian Grunberg,"['Action', 'Adventure']"
Jason R. Goode,"['Drama', 'Suspense']"
Assaf Bernstein,"['Drama', 'Horror', 'Young Adult Audience']"
Jorge Hinojosa,['Documentary']
Uga Carlini,"['Documentary', 'Special Interest']"
Brendan Gabriel Murphy,['Comedy']
Santhosh Ananddram,"['Action', 'Drama', 'Kids']"
Santhosh Ananddram,"['Action', 'Drama', 'Kids']"
Peter Stylianou,"['Action', 'Drama', 'Suspense']"
Max Nichols,"['Drama', 'Romance']"
Andrew Kazamia,['Comedy']
Jofin T. Chacko,"['Horror', 'Suspense']"
Alfred Hitchcock,"['Drama', 'Suspense', 'Romance']"
George Stevens,"['Drama', 'Special Interest']"
Ali Abbas Zafar,"['Action', 'Drama', 'International', 'Romance', 'Comedy']"
Peter Borg,"['Drama', 'Horror']"
Renju Ramesh,"['Animation', 'Kids', 'Drama']"
Jonathan Edwards,"['Action', 'Drama']"
Harold Schuster,"['Comedy', 'Music Videos and Concerts', 'Drama', 'Special Interest']"
Pinkfong,"['Animation', 'Kids']"
Pinkfong,"['Animation', 'Kids']"
Pinkfong,"['Animation', 'Kids']"
Felix Chong,"['Action', 'Suspense']"
 Alan Mak,"['Action', 'Suspense']"
Alan Mak,"['Action', 'Suspense']"
 Felix Chong,"['Action', 'Suspense']"
Zu Quirke,['Suspense']
Paul-Razvan Macovei,"['Animation', 'Comedy', 'Drama']"
John Badham,"['Action', 'Drama', 'Suspense', 'Romance']"
Philippe Falardeau,"['Arthouse', 'Drama']"
J. Parthiban,"['Action', 'Drama', 'Suspense']"
V.Vinay Kumar,['Drama']
Héctor Rodríguez,['Comedy']
Silk White,"['Drama', 'Suspense']"
Justin Paul Ritter,['Horror']
Buta Singh,['Drama']
Jay Duplass,"['Comedy', 'Drama']"
 Mark Duplass,"['Comedy', 'Drama']"
Sergio Guerrero Garzafox,"['Drama', 'Suspense']"
David Lee,['Suspense']
John T. Coyle,"['Drama', 'Special Interest']"
Lina Wertmüller,"['Arthouse', 'Comedy', 'Drama']"
Paul A. Kaufman,['Comedy']
Tyler Wayne,['Suspense']
USP Studios,"['Animation', 'Kids', 'Music Videos and Concerts']"
Vijay Peddakotla,"['Comedy', 'Drama']"
Emily Cohn,"['Comedy', 'Drama', 'Young Adult Audience']"
C. Ranganathan,"['Comedy', 'Romance']"
Catherine Cyran,"['Comedy', 'Kids', 'Science Fiction']"
TARUN MAJUMDER,['Romance']
Indra Kumar,"['Drama', 'Romance']"
Doug Campbell,"['Action', 'Suspense', 'Drama']"
Norma Bailey,"['Drama', 'Suspense']"
Shannon Kohli,"['Comedy', 'Drama']"
Pablo Behrens,['Drama']
Natty Zavitz,"['Drama', 'Romance']"
Anasuya Samanta,['Romance']
April Mullen,"['Action', 'Adventure', 'Suspense']"
Wong Jing,"['Action', 'Comedy']"
Allan Harmon,['Suspense']
Chae Ki-jun,['Drama']
Adolf El Assai,"['Comedy', 'Drama', 'Suspense']"
Myles Sorensen,['Science Fiction']
Sergey Popov,"['Action', 'Drama']"
Ratnakar Peravali,"['Drama', 'Suspense']"
Christopher Olen Ray,['Action']
Antoine De Montremy,['Documentary']
Shaji Kailas,"['Action', 'Romance']"
Alexander Holt,"['Drama', 'Romance']"
 Lance Roehrig,"['Drama', 'Romance']"
Azim Lateef,['Comedy']
Kashmiere Rich,['Suspense']
Jesus del Cerro,"['Action', 'Suspense']"
Ashok Pati,"['Comedy', 'Romance']"
Sam J Chaitanya,"['Comedy', 'Horror']"
Frédéric D'Amours,['Suspense']
Gil Cates Jr.,"['Drama', 'Suspense']"
Mark A.Z Dippe,"['Animation', 'Kids']"
 Taedong Park,"['Animation', 'Kids']"
Thomas Freeman Jr,['Documentary']
Yvonne Mackay,"['Drama', 'Science Fiction', 'Suspense']"
William F. Claxton,"['Drama', 'Science Fiction']"
Sauvik Kundu,"['Drama', 'Kids', 'Romance']"
Chaitanya Reddy Vaka,['Romance']
Armond Cohen,['Drama']
Savvas D. Michael,"['Action', 'Horror', 'Suspense', 'Comedy']"
Savvas D. Michael,"['Action', 'Horror', 'Suspense', 'Comedy']"
Savvas D. Michael,"['Action', 'Horror', 'Suspense', 'Comedy']"
Ram Gopal Varma,"['Action', 'Drama', 'International', 'Horror']"
Jayanth Gali,['Comedy']
Heath Davis,"['Drama', 'Suspense']"
Peter Magat,['Drama']
William Friedkin,"['Drama', 'Suspense']"
Peter O'Brian,['Comedy']
Roger Melvin,"['Comedy', 'Drama']"
USP Studios,"['Animation', 'Kids', 'Music Videos and Concerts']"
Arturo Montenegro,"['Drama', 'LGBTQ']"
Rituparno Ghosh,"['Romance', 'Drama']"
Fred Newmeyer,"['Drama', 'Suspense']"
 Fred C. Newmeyer,"['Drama', 'Suspense']"
Ramana S. Venkat,"['Comedy', 'Drama']"
Michael Chuah,['Horror']
Torsten Hoffmann,['Documentary']
 Michael Watchulonis,['Documentary']
Jonathan Meyers,"['Drama', 'Suspense']"
Tony McNamara,"['Comedy', 'Drama']"
Toa Fraser,"['Action', 'Drama', 'Adventure', 'Horror']"
Richard Berry,"['Action', 'Suspense']"
Alan Ball,"['Comedy', 'Drama', 'LGBTQ']"
Charlie Vaughn,"['Drama', 'Kids']"
Renata Gabryjelska,"['Drama', 'Suspense']"
Isaac Ezban,"['Drama', 'Suspense']"
Vic Sarin,"['Drama', 'Suspense', 'Action', 'Adventure', 'Faith and Spirituality']"
Dennis Alexander Nicholson,"['Comedy', 'Drama']"
Alma Har’el,['Drama']
Tucky Williams,"['Comedy', 'Drama']"
Richard Tanne,['Drama']
Brian Volk-Weiss,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary', 'Young Adult Audience', 'LGBTQ']"
Marilyn Ness,"['Documentary', 'Special Interest']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Patrick Vollrath,"['Drama', 'Suspense']"
Hank McCune,['Drama']
Sharmeen Obaid-Chinoy,"['Documentary', 'Special Interest']"
Timothy Bond,['Suspense']
Juwan Lee,['Drama']
John Asher,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Adventure']"
Vishal Bhardwaj,"['Comedy', 'Drama']"
Nanfu Wang,['Documentary']
 Jialing Zhang,['Documentary']
Michael Dillon,['Documentary']
Caarthik Raju,"['Comedy', 'Drama', 'International']"
Leslie H. Martinson,['Comedy']
Robert McCallum,"['Documentary', 'Drama', 'Suspense']"
 Jordan C. Morris,"['Documentary', 'Drama', 'Suspense']"
Frank Mosley,"['Drama', 'Suspense']"
Yocalm Studios,['Special Interest']
Fred Zinnemann,"['Drama', 'Suspense', 'Western']"
Keyaar,"['Comedy', 'Drama']"
Jeff Pearson,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Michael Nickles,"['Comedy', 'Romance']"
David Mitchell,"['Action', 'Science Fiction', 'Suspense', 'Comedy']"
Naveen Kumar M.N.,"['Arts', 'Entertainment', 'and Culture']"
Rex Piano,"['Kids', 'Western', 'Drama', 'Suspense']"
Dinesh Vijan,"['Drama', 'International', 'Romance']"
Rafa Cortes,['International']
Robert Fernandez,"['Documentary', 'Special Interest', 'Animation', 'Drama', 'Kids']"
Gilles LeGrand,['International']
Terence Young,['Drama']
Pavel Lungin,['International']
Axelle Carolyn,"['Drama', 'Horror']"
Amole Gupte,"['Drama', 'Sports']"
Patrice Chereau,['International']
Teja,"['Drama', 'International']"
Laurent Chouchan,"['Comedy', 'International']"
Jorge Gaggero,"['Comedy', 'Drama', 'International']"
Arthur Joffe,"['Comedy', 'International']"
Lucian Pintille,['International']
Jean Yarbrough,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Horror']"
Herve Bodilis,"['Comedy', 'International']"
Micha Wald,"['Drama', 'International']"
Dominique Abel Fiona Gordon Bruno Romy,"['Comedy', 'International']"
Ruud van Hemert,['International']
Xavier Beauvois,['Drama']
Luis Bunuel,['International']
K Bhavani Shanker,"['Comedy', 'Drama']"
Fabienne Godet,"['Drama', 'International']"
Julie Gavras,['Drama']
Jean-Paul Rappeneau,['International']
Bruno Podalydes,"['Comedy', 'International']"
Shauna MacDonald,"['Arthouse', 'LGBTQ', 'Romance']"
 Kate Johnston,"['Arthouse', 'LGBTQ', 'Romance']"
Richard Harris,['Comedy']
 Maurquis Boone,['Comedy']
F.W. Murnau,['Romance']
Jon Binkowski,['Horror']
Tim Gray,"['Documentary', 'Special Interest']"
Charles Winkler,"['Comedy', 'Drama', 'LGBTQ']"
Muraliappas,"['Drama', 'Romance']"
Armand Mastroianni,"['Drama', 'Horror', 'Adventure', 'Faith and Spirituality', 'Action']"
Christopher Norton,['Drama']
Billy Simpson,['Documentary']
Scott P. Levy,['Suspense']
Zeptolab,"['Animation', 'Kids']"
Shawn Levy,"['Action', 'Drama', 'Suspense', 'Comedy']"
David Gidali,['Science Fiction']
John Barker,['Drama']
Michael Dowse,"['Comedy', 'Drama']"
B.S.Pradeep Varma,"['Drama', 'Suspense']"
Bernard Gourley,['Comedy']
James Gardner,"['Kids', 'Special Interest']"
Jonathan Jäggi,['Drama']
Norman Jewison,"['Drama', 'Suspense', 'Action', 'Adventure']"
Bob Giordano,"['Horror', 'Suspense']"
Jonathan Tydor,['Action']
Christian Tureaud,['Documentary']
 David Salzberg,['Documentary']
Derick Prince,['Documentary']
Ashley Hays Wright,"['Horror', 'Suspense']"
Allan Northern,"['Action', 'Drama', 'Science Fiction']"
Brian Volk-Weiss,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary', 'Young Adult Audience', 'LGBTQ']"
 Samuel Brownfield,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
David Mackenzie,['Comedy']
George Mendeluk,"['Romance', 'Suspense']"
Tarun Sudhir,['Action']
Tarun Sudhir,['Action']
David DeCoteau,"['Comedy', 'Drama', 'Horror']"
Christopher R. Miles,"['Action', 'Drama', 'Suspense']"
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
A. R. Murugadoss,"['Action', 'Drama']"
Dharmesh Darshan,"['Drama', 'Romance']"
Turner Clay,"['Drama', 'Horror', 'Suspense']"
Pinkfong,"['Animation', 'Kids']"
Nicolas Moneuse,['Drama']
Elena Altman,"['Comedy', 'Suspense']"
Jay Dockendorf,"['Arthouse', 'LGBTQ', 'Romance']"
Daniel Roby,"['Action', 'Adventure', 'Drama']"
Arthur van Merwijk,"['Animation', 'Kids']"
Premasish Dey,['Comedy']
Tony Charmoli,"['Arts', 'Entertainment', 'and Culture']"
Brian Trenchard-Smith,"['Drama', 'Suspense', 'Action']"
Lamb Florence,"['Drama', 'Science Fiction']"
Nisha Ganatra,"['Comedy', 'Drama']"
Shefali Bhushan,['Drama']
Kim Sung-ho,"['Drama', 'Kids']"
Stephen Cognetti,['Horror']
Dany Boon,['Comedy']
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
Benny Chan,"['Action', 'Science Fiction']"
Tom Gatley,"['Science Fiction', 'Suspense']"
Hereward Pelling,['Documentary']
R. Sundarrajan,"['Drama', 'Romance', 'Comedy']"
Sharon Everitt,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Kundan Shah,['Romance']
ARABINDA MUKHERJEE,['Comedy']
David Jackson,"['Comedy', 'Drama', 'Romance']"
Matt Ruskin,['Drama']
Ángel González,"['Drama', 'Horror', 'Suspense']"
Robert Krantz,"['Comedy', 'Special Interest']"
 J.J. Englert,"['Comedy', 'Special Interest']"
Jean-Claude LaMarre,"['Drama', 'Comedy']"
carl lindbergh,['Horror']
Stevin John,"['Kids', 'Animation']"
Pedring Lopez,['Horror']
Ravi Chopra,"['Drama', 'Romance', 'Action']"
Les Mahoney,"['Action', 'Drama', 'Suspense', 'Horror']"
Arvind Kamath,"['Drama', 'Suspense']"
Chantal Hebert,"['Action', 'Documentary', 'Special Interest']"
Fred Olen Ray,"['Comedy', 'Romance', 'Kids', 'Action', 'Drama', 'Suspense', 'Adventure']"
Emilio Aragón,"['Action', 'Drama', 'Western']"
Mark Knight,"['Fitness', 'Special Interest', 'Faith and Spirituality', 'Documentary', 'Music Videos and Concerts', 'Arthouse', 'Arts', 'Entertainment', 'and Culture']"
Robbie Moffat,"['Action', 'Adventure', 'Drama']"
Will Wallace,"['Drama', 'Suspense']"
André van Heerden,['Documentary']
Angshuman Ghosh,['Comedy']
Jay Silverman,['Comedy']
Simerjit Singh,"['Comedy', 'Drama', 'International']"
HooplaKidz,"['Kids', 'Animation', 'Special Interest']"
Remy Kohli,"['Drama', 'Suspense']"
David Christians,"['Action', 'Science Fiction']"
 Anonymous User,"['Action', 'Science Fiction']"
Gireesaaya,"['Drama', 'International']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Vishal Pandya,"['Drama', 'International', 'Suspense']"
Anubhav Sinha,"['Drama', 'International', 'Romance']"
Pieter Kruit,"['Documentary', 'Special Interest', 'Sports']"
Micah Barber,"['Action', 'Kids']"
Shawn Arranha,"['Action', 'Drama', 'Romance']"
Jason Friedberg,"['Action', 'Comedy', 'Science Fiction']"
Hansal Mehta,"['Comedy', 'Drama']"
Omung Kumar,"['Drama', 'International', 'Action']"
Max McGuire,"['Drama', 'Special Interest']"
Saro Varjabedian,"['Drama', 'Suspense']"
Sunhil Sippy,"['Action', 'Comedy', 'Drama']"
James D. Fields,['Romance']
Vivek Agnihotri,"['Drama', 'International', 'Romance']"
John Shepphird,"['Comedy', 'Kids', 'Action', 'Romance']"
Saket Chaudhary,"['Comedy', 'Drama', 'International']"
Raja Menon,"['Comedy', 'Drama', 'International']"
Omung Kumar,"['Drama', 'International', 'Action']"
Bill Norton,"['Drama', 'Suspense']"
Clive Turner,['Horror']
 Roger Nall,['Horror']
Fred Olen Ray,"['Comedy', 'Romance', 'Kids', 'Action', 'Drama', 'Suspense', 'Adventure']"
Gavin Wilding,['Suspense']
Sumit Roy King,"['Action', 'Drama']"
Song Chang-su,"['Comedy', 'Drama']"
Sanjay Gupta,"['Action', 'Drama']"
Dan Holmes,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Don Adams,"['Horror', 'Science Fiction', 'Suspense']"
 Harry James Picardi,"['Horror', 'Science Fiction', 'Suspense']"
Jacob Mulliken,['Horror']
Mary Mazzio,"['Documentary', 'Sports']"
Siddharth Anand,"['Action', 'Drama', 'Suspense', 'International', 'Kids', 'Romance']"
Jay Chapman,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest', 'Documentary']"
Simon Wincer,"['Action', 'Adventure']"
Jamie Thraves,"['Drama', 'Suspense']"
Matt Eskandari,"['Action', 'Adventure', 'Suspense']"
Wattsenglish Ltd.,"['Animation', 'Kids']"
Anthony Fabian,['Drama']
Desmond Davis,"['Action', 'Drama', 'Suspense']"
MANOJ KP,"['Drama', 'Horror', 'Suspense']"
André Øvredal,"['Fantasy', 'Science Fiction']"
Brian Nowak,"['Action', 'Science Fiction']"
Richard Linklater,"['Comedy', 'Drama', 'Military and War']"
Fred Schepisi,"['Comedy', 'Drama', 'Suspense']"
Mark Rydell,"['Drama', 'Suspense']"
John Borowski,"['Documentary', 'Horror', 'Special Interest']"
"Anthony ""CEO Peso"" Cremeans","['Action', 'Drama']"
 Jason dbks Hampton,"['Action', 'Drama']"
Jay Karas,"['Arts', 'Entertainment', 'and Culture', 'Comedy', 'Special Interest']"
Daniel Zirilli,"['Action', 'Suspense', 'Horror', 'Young Adult Audience', 'Drama']"
Spike Lee,"['Drama', 'Arts', 'Entertainment', 'and Culture', 'Comedy']"
Dean Devlin,"['Drama', 'Horror', 'Suspense']"
A. C. Tirulokchandar,"['Drama', 'Kids', 'Romance']"
Mimmo Mancini,['Comedy']
Swaroop RSJ,"['Comedy', 'Drama', 'Suspense']"
Darnell Martin,"['Drama', 'Kids', 'Comedy']"
Marcello Fondato,"['Action', 'Comedy']"
Camille Delamarre,['Action']
Jayvee Kang Margaja,['Horror']
Will Vinton,"['Action', 'Animation', 'Kids']"
Janette Clucas,['Documentary']
Andrea Dorfman,['Comedy']
Tamara Tana,"['Comedy', 'Drama', 'Young Adult Audience']"
Dan Svátek,"['Comedy', 'Drama']"
Dan Grin,['Horror']
David Raynr,"['Comedy', 'Arts', 'Entertainment', 'and Culture']"
Kenneth Lonergan,['Drama']
Shelagh Carter,['Comedy']
Vadim Dubrovitskiy,['Drama']
Johnny K. Wu,"['Action', 'Science Fiction']"
William Butler,"['Horror', 'Suspense']"
John Henry Westhead,"['Comedy', 'Drama', 'Suspense']"
Samuel Omole,"['Drama', 'Special Interest']"
Jonathan Milton,"['Drama', 'Horror', 'Suspense']"
Test Director,"['Comedy', 'Action', 'Drama']"
Wael Ihsan,"['Comedy', 'Romance']"
Richard Roy,"['Action', 'Drama', 'Suspense']"
Sriram Venu,"['Action', 'Drama']"
Stefano Sollima,['Action']
Joey Kuhn,"['Arthouse', 'LGBTQ', 'Romance']"
Carl Hindmarch,['Documentary']
Pema Dhondup,"['Action', 'Drama']"
Tudley James,"['Action', 'Suspense']"
Hemant Madhukar,['Suspense']
Jessica Janos,['Suspense']
Billy Morrissette,"['Comedy', 'Drama', 'Suspense']"
Abhishek Kapoor,"['Arts', 'Entertainment', 'and Culture', 'Drama', 'International']"
John Leekley,"['Action', 'Adventure', 'Drama']"
Chris Seaver,"['Horror', 'Suspense']"
Galina Salgarelli,"['Comedy', 'Drama', 'Fantasy']"
Justin Baird,"['Comedy', 'Suspense']"
Daniel Moreno,"['Comedy', 'Kids']"
Jesse Low,"['Drama', 'Western', 'Special Interest', 'Science Fiction']"
Akarsh Khurana,"['Comedy', 'Drama', 'International']"
John Holdsworth,['Documentary']
Michal Jarzabek,"['Horror', 'Suspense']"
Rogelio A. González,"['Horror', 'Suspense']"
Kristy de Garis,"['Documentary', 'Special Interest']"
 Timothy Jolley,"['Documentary', 'Special Interest']"
Priyadarshan,"['Comedy', 'Drama', 'Romance']"
Michal Otlowski,"['Action', 'Suspense']"
Brad Martin,"['Action', 'Comedy', 'Documentary']"
Frank Longo,['Special Interest']
Thomas Bezucha,"['Arthouse', 'Drama', 'LGBTQ']"
Tim Reis,['Horror']
Brett Piper,"['Horror', 'Suspense']"
Palani,"['Action', 'Comedy', 'Horror']"
Kathi Selvakumar,"['Drama', 'Suspense']"
Percy Adlon,"['Comedy', 'Drama', 'Science Fiction', 'Arthouse', 'Romance', 'Historical']"
Tara Moore,"['Action', 'Adventure']"
Tay Garnett,"['Drama', 'Comedy']"
Rasu Ranjith,"['Action', 'Drama', 'Suspense']"
Werner Herzog,"['Science Fiction', 'Action', 'Drama', 'Documentary']"
Robert L. Parker III,['Drama']
Don Siegel,"['Drama', 'Horror', 'Science Fiction', 'Western']"
Jonathan Demme,"['Documentary', 'Music Videos and Concerts', 'Drama', 'Science Fiction', 'Comedy']"
Irvin Kershner,"['Drama', 'International', 'Special Interest', 'Suspense']"
John English,"['Western', 'Action', 'Arts', 'Entertainment', 'and Culture', 'Music Videos and Concerts', 'Special Interest']"
Alex Bourne,"['Horror', 'Suspense']"
 Troy Dennison,"['Horror', 'Suspense']"
 Rebecca Harris-Smith,"['Horror', 'Suspense']"
 David Hastings,"['Horror', 'Suspense']"
 Kaushy Patel,"['Horror', 'Suspense']"
Archie Mayo,"['Adventure', 'Comedy', 'Fantasy', 'Drama']"
Elliott Nugent,['Comedy']
Mike Gutridge,"['Horror', 'Suspense']"
Frank McDonald,"['Western', 'Action', 'Drama', 'Arts', 'Entertainment', 'and Culture', 'Special Interest']"
Karlton T. Clay,"['Romance', 'Suspense', 'Drama']"
Emmanuvel N K,"['Drama', 'Suspense']"
Percy Adlon,"['Comedy', 'Drama', 'Science Fiction', 'Arthouse', 'Romance', 'Historical']"
Bronwen Hughes,"['Action', 'Drama']"
Werner Herzog,"['Science Fiction', 'Action', 'Drama', 'Documentary']"
Percy Adlon,"['Comedy', 'Drama', 'Science Fiction', 'Arthouse', 'Romance', 'Historical']"
Tyeisha Downer,['Comedy']
Percy Adlon,"['Comedy', 'Drama', 'Science Fiction', 'Arthouse', 'Romance', 'Historical']"
Bryan G. Thompson,['Action']
John English,"['Western', 'Action', 'Arts', 'Entertainment', 'and Culture', 'Music Videos and Concerts', 'Special Interest']"
John English,"['Western', 'Action', 'Arts', 'Entertainment', 'and Culture', 'Music Videos and Concerts', 'Special Interest']"
William D. Wittliff,['Western']
David Haycox,"['Horror', 'Suspense']"
 Mardy South,"['Horror', 'Suspense']"
Chris Seaver,"['Horror', 'Suspense']"
Andre Ristum,['Drama']
Greg Galloway,['Drama']
Eric Weston,"['Drama', 'Special Interest', 'Romance']"
John English,"['Western', 'Action', 'Arts', 'Entertainment', 'and Culture', 'Music Videos and Concerts', 'Special Interest']"
Mark Polonia,"['Horror', 'Suspense', 'Science Fiction']"
Thomas Smugala,"['Action', 'Comedy', 'Suspense']"
Joshua Logan,"['Drama', 'Romance', 'Special Interest']"
 Arthur Ripley,"['Drama', 'Romance', 'Special Interest']"
 George Cukor,"['Drama', 'Romance', 'Special Interest']"
Kalyaan,"['Action', 'International', 'Comedy']"
Brian Averill,['Drama']
Percy Adlon,"['Comedy', 'Drama', 'Science Fiction', 'Arthouse', 'Romance', 'Historical']"
Tay Garnett,"['Drama', 'Comedy']"
Amos Kollek,['Suspense']
George Pavlou,"['Horror', 'Science Fiction']"
Sidney Lumet,"['Drama', 'Comedy']"
Rodio Nahapetov,['Suspense']
William Dieterle,"['Action', 'Drama']"
Jill Rae Zurborg,"['Horror', 'Suspense']"
Alan Parker,"['Arthouse', 'Drama', 'Adventure', 'Horror', 'Suspense']"
Eva Gardos,['Drama']
Caspar Seale Jones,"['Action', 'Horror', 'Science Fiction']"
Joachim Lafosse,"['Drama', 'Suspense']"
Nicolas Gessner,"['Drama', 'Horror', 'Suspense']"
Ricky Kennedy,"['Drama', 'Science Fiction']"
Zak Penn,['Comedy']
Mahesh Kothare,"['Action', 'Comedy', 'Arts', 'Entertainment', 'and Culture', 'Suspense']"
Arnaud Bouron,['Kids']
